,State,State_index,Action,Reward,Reward_Terms,Next_State
3324,"[1, 3, 0, 1, 0]",114,15,0.7255052517230577,"(758242.7977055736, 824500.19, -0.03819736751102175, 0.29667152215823384)","[3, 2, 1, 0, 1]"
3325,"[3, 2, 1, 0, 1]",229,15,0.1423653673485398,"(758242.7977055736, 4000000.0, 0.0, 5.1585440635792486)","[3, 0, 1, 0, 1]"
3326,"[3, 0, 1, 0, 1]",197,10,0.15389694414835517,"(758242.7977055736, 10000000.0, 0.03133293180278603, 5.160430876633266)","[3, 0, 3, 0, 1]"
3327,"[3, 0, 3, 0, 1]",205,23,0.1538148660663513,"(758242.7977055736, 13000000.0, 0.09645642612691606, 5.160291374108523)","[3, 0, 1, 1, 1]"
3328,"[3, 0, 1, 1, 1]",199,15,0.08103450944622377,"(758242.7977055736, 9800000.0, 0.0, 5.665866825381633)","[3, 0, 0, 1, 1]"
3329,"[3, 0, 0, 1, 1]",195,26,0.08103450944622377,"(758242.7977055736, 1085314.58, 0.0, 5.665866825381633)","[1, 1, 0, 1, 0]"
3330,"[1, 1, 0, 1, 0]",82,1,0.7333831031850463,"(758242.7977055736, 26500000.0, 0.023045456557596003, 0.2927495417962576)","[1, 1, 0, 1, 0]"
3331,"[1, 1, 0, 1, 0]",82,38,0.7598127540789308,"(758242.7977055736, 26500000.0, 0.18257147978199306, 0.2336521192779849)","[3, 2, 2, 0, 1]"
3332,"[3, 2, 2, 0, 1]",233,2,0.01836451391727892,"(758242.7977055736, 19631016.56, -0.22449063146950485, 5.959776169084932)","[1, 2, 2, 0, 0]"
3333,"[1, 2, 2, 0, 0]",104,15,0.797765022243981,"(758242.7977055736, 25050000.0, 0.14866936959240232, 0.24921864189127993)","[3, 0, 0, 0, 1]"
3334,"[3, 0, 0, 0, 1]",193,21,0.08120031683898432,"(758242.7977055736, 67990000.0, 0.2906557646280837, 5.955151047733942)","[1, 1, 0, 1, 0]"
3335,"[1, 1, 0, 1, 0]",82,11,0.8431783988896135,"(758242.7977055736, 375000.0, 0.9173756316584737, 0.281831328993573)","[1, 0, 3, 0, 0]"
3336,"[1, 0, 3, 0, 0]",76,39,1.0,"(758242.7977055736, 10000000.0, 3.2505402918317667, 0.28863861741256414)","[1, 1, 0, 0, 0]"
3337,"[1, 1, 0, 0, 0]",80,47,0.739686045304925,"(758242.7977055736, 10000000.0, 0.07107184303347702, 0.28863861741256414)","[1, 0, 1, 1, 0]"
3338,"[1, 0, 1, 1, 0]",70,14,0.7116904054964152,"(758242.7977055736, 37000000.0, -0.1644812095485943, 0.2846627152544984)","[1, 3, 0, 1, 0]"
3339,"[1, 3, 0, 1, 0]",114,21,0.7256608413501013,"(758242.7977055736, 1241799.83, -0.0489191524816012, 0.2846627152544984)","[3, 3, 1, 1, 1]"
3340,"[3, 3, 1, 1, 1]",247,17,0.1349629176361828,"(758242.7977055736, 160122.02, 0.7062863875251598, 5.926062779505189)","[1, 1, 2, 1, 0]"
3341,"[1, 1, 2, 1, 0]",90,62,0.834873381328192,"(758242.7977055736, 3500000.0, 0.897699178737299, 0.32788576879139614)","[1, 3, 1, 1, 0]"
3342,"[1, 3, 1, 1, 0]",118,38,1.0,"(758242.7977055736, 1241173.38, 2.377978882311498, 0.3275778504901433)","[3, 1, 2, 1, 1]"
3343,"[3, 1, 2, 1, 1]",219,3,0.037703418458220526,"(758242.7977055736, 80000000.0, 0.0, 5.813283100522564)","[3, 0, 1, 0, 1]"
3344,"[3, 0, 1, 0, 1]",197,17,0.05257540093255634,"(758242.7977055736, 2300000.0, -0.08799464235484859, 5.813283100522564)","[3, 0, 0, 0, 1]"
3345,"[3, 0, 0, 0, 1]",193,15,0.18759828982126098,"(758242.7977055736, 460000.0, 1.0289012766074612, 5.813283100522564)","[2, 2, 2, 1, 0]"
3346,"[2, 2, 2, 1, 0]",170,44,0.7853880502688697,"(758242.7977055736, 2000000.0, 0.49821915197469935, 0.3377434829374001)","[2, 2, 2, 1, 0]"
3347,"[2, 2, 2, 1, 0]",170,20,0.9323848180934158,"(758242.7977055736, 2000000.0, 1.714161807587811, 0.3377434829374001)","[3, 1, 1, 0, 1]"
3348,"[3, 1, 1, 0, 1]",213,17,0.062420545899768747,"(758242.7977055736, 200000.0, 0.0423263831803469, 5.862166065252117)","[2, 1, 0, 1, 0]"
3349,"[2, 1, 0, 1, 0]",146,29,0.8172759510511022,"(758242.7977055736, 5000000.0, 0.76199269837917, 0.3377434829374001)","[2, 2, 0, 1, 0]"
3350,"[2, 2, 0, 1, 0]",162,38,0.6903990288860018,"(758242.7977055736, 69000000.0, -0.28752059335246427, 0.3377434829374001)","[3, 2, 0, 0, 1]"
3351,"[3, 2, 0, 0, 1]",225,69,0.7073108833376557,"(758242.7977055736, 62808758.03, 0.0, 5.869621541010145)","[1, 0, 0, 0, 0]"
3352,"[1, 0, 0, 0, 0]",64,41,0.693776433625061,"(758242.7977055736, 51500000.0, -0.3164624378916034, 0.2808640820269967)","[1, 0, 1, 1, 0]"
3353,"[1, 0, 1, 1, 0]",70,35,0.7276694897006162,"(758242.7977055736, 55000000.0, -0.03610244616345252, 0.2808640820269967)","[3, 3, 1, 1, 1]"
3354,"[3, 3, 1, 1, 1]",247,35,0.17275371688819896,"(758242.7977055736, 1500000.0, 0.9395321215206379, 5.846706777555794)","[1, 0, 0, 1, 0]"
3355,"[1, 0, 0, 1, 0]",66,36,0.7402736513292162,"(758242.7977055736, 2420000.0, 0.05230952866880652, 0.2650156844084158)","[3, 0, 0, 0, 1]"
3356,"[3, 0, 0, 0, 1]",193,25,0.0782650692630764,"(758242.7977055736, 675000.0, 0.031437785609020295, 5.720213144972007)","[1, 3, 1, 1, 0]"
3357,"[1, 3, 1, 1, 0]",118,48,0.7577326562349189,"(758242.7977055736, 1563453.13, 0.1967286822568732, 0.2650156844084158)","[3, 3, 0, 0, 1]"
3358,"[3, 3, 0, 0, 1]",241,15,0.09326377748206982,"(758242.7977055736, 200094.72, 0.0, 5.567610354897233)","[1, 3, 0, 1, 0]"
3359,"[1, 3, 0, 1, 0]",114,41,0.7142780287800263,"(758242.7977055736, 3072715.14, -0.1695978662730762, 0.2581414958735373)","[3, 1, 3, 0, 1]"
3360,"[3, 1, 3, 0, 1]",221,18,0.09502599326555335,"(758242.7977055736, 21559000.84, 0.0, 5.5501306616344825)","[1, 0, 0, 0, 0]"
3361,"[1, 0, 0, 0, 0]",64,45,0.682070551896635,"(758242.7977055736, 230000000.0, -0.43601491442839796, 0.2581414958735373)","[1, 1, 0, 1, 0]"
3362,"[1, 1, 0, 1, 0]",82,26,0.7446388747363735,"(758242.7977055736, 5000000.0, 0.08154403436303304, 0.2581414958735373)","[1, 0, 0, 0, 0]"
3363,"[1, 0, 0, 0, 0]",64,59,0.7248435752687633,"(758242.7977055736, 25850000.0, -0.03516249309903373, 0.305179718445923)","[1, 3, 0, 1, 0]"
3364,"[1, 3, 0, 1, 0]",114,26,0.7283566640208259,"(758242.7977055736, 1818641.88, -0.006102572055829794, 0.305179718445923)","[1, 1, 2, 1, 0]"
3365,"[1, 1, 2, 1, 0]",90,9,0.755315105533752,"(758242.7977055736, 5300000.0, 0.21671621808277122, 0.30500095938981026)","[1, 2, 2, 1, 0]"
3366,"[1, 2, 2, 1, 0]",106,62,0.7273261338000773,"(758242.7977055736, 35000000.0, -0.014805774688839604, 0.30500095938981026)","[1, 3, 0, 1, 0]"
3367,"[1, 3, 0, 1, 0]",114,15,0.7268126456800934,"(758242.7977055736, 2612746.0, -0.019053297389367153, 0.30500095938981026)","[3, 0, 1, 0, 1]"
3368,"[3, 0, 1, 0, 1]",197,21,0.14107529750914727,"(758242.7977055736, 10000000.0, -0.11233085647105502, 5.056884536618715)","[3, 0, 0, 0, 1]"
3369,"[3, 0, 0, 0, 1]",193,19,0.26350679972686186,"(758242.7977055736, 10000000.0, 0.7177104676794516, 5.058822069120407)","[2, 0, 2, 1, 0]"
3370,"[2, 0, 2, 1, 0]",138,89,0.5180805819858492,"(758242.7977055736, 10000.0, -1.7028200769678983, 0.3478450679018608)","[2, 0, 3, 1, 0]"
3371,"[2, 0, 3, 1, 0]",142,50,0.17535712469069445,"(758242.7977055736, 1000000.0, -4.598043923646705, 0.3469433464882539)","[2, 0, 3, 0, 0]"
3372,"[2, 0, 3, 0, 0]",140,35,0.508310359046546,"(758242.7977055736, 1000000.0, -1.7845401116176722, 0.3469433464882539)","[2, 3, 3, 1, 0]"
3373,"[2, 3, 3, 1, 0]",190,48,0.7744199215595247,"(758242.7977055736, 1214411.063, 0.5989581237595193, 0.5292097254460632)","[2, 3, 3, 1, 0]"
3374,"[2, 3, 3, 1, 0]",190,72,0.790428281841216,"(758242.7977055736, 267390.09, 0.7313776891758472, 0.5292097254460632)","[2, 1, 1, 1, 0]"
3375,"[2, 1, 1, 1, 0]",150,18,0.41749545394547233,"(758242.7977055736, 1200000.0, -2.353279097014818, 0.5294162313388635)","[2, 2, 0, 1, 0]"
3376,"[2, 2, 0, 1, 0]",162,23,0.5608645265512308,"(758242.7977055736, 5000000.0, -1.2937452758297157, 0.5217108207135759)","[3, 1, 1, 0, 1]"
3377,"[3, 1, 1, 0, 1]",213,58,0.15889577767408353,"(758242.7977055736, 10000000.0, 0.0, 5.021806152078995)","[2, 0, 1, 0, 0]"
3378,"[2, 0, 1, 0, 0]",132,39,0.6116499403871359,"(758242.7977055736, 20000000.0, -0.7300720163973196, 0.5465966942496383)","[3, 2, 2, 1, 1]"
3379,"[3, 2, 2, 1, 1]",235,0,0.1356839561063372,"(758242.7977055736, 20000000.0, -0.06101851104078668, 5.0209096451944655)","[2, 1, 3, 1, 0]"
3380,"[2, 1, 3, 1, 0]",158,14,0.37811372351403116,"(758242.7977055736, 650000.0, -2.6703113220352344, 0.5458609736950648)","[3, 1, 1, 0, 1]"
3381,"[3, 1, 1, 0, 1]",213,35,0.11200465389785345,"(758242.7977055736, 142500000.0, -0.4928083048631752, 4.9168765632785245)","[3, 0, 1, 0, 1]"
3382,"[3, 0, 1, 0, 1]",197,8,0.17894398809246792,"(758242.7977055736, 26000000.0, 0.031928780370056156, 4.887898128162869)","[3, 1, 0, 0, 1]"
3383,"[3, 1, 0, 0, 1]",209,48,0.17508407949125881,"(758242.7977055736, 20000000.0, 0.0, 4.887898128162869)","[3, 0, 0, 0, 1]"
3384,"[3, 0, 0, 0, 1]",193,15,0.20009799057147937,"(758242.7977055736, 100000.0, -0.0, 4.68243626411832)","[2, 0, 2, 1, 0]"
3385,"[2, 0, 2, 1, 0]",138,36,0.6786755831268578,"(758242.7977055736, 509000.0, -0.20045889308046108, 0.5432616074233639)","[2, 2, 0, 1, 0]"
3386,"[2, 2, 0, 1, 0]",162,14,0.5462177334187468,"(758242.7977055736, 4000000.0, -1.2746558169281974, 0.5432616074233639)","[2, 0, 2, 0, 0]"
3387,"[2, 0, 2, 0, 0]",136,35,0.7106279129507401,"(758242.7977055736, 2000000.0, 0.08532884986784486, 0.5432616074233639)","[3, 2, 1, 1, 1]"
3388,"[3, 2, 1, 1, 1]",231,35,0.21927709066791873,"(758242.7977055736, 41000000.0, -0.008265702324029256, 4.514072229074332)","[3, 3, 1, 0, 1]"
3389,"[3, 3, 1, 0, 1]",245,8,0.24115275336651834,"(758242.7977055736, 40500000.0, 0.12410167917586941, 4.465486302629522)","[3, 0, 0, 1, 1]"
3390,"[3, 0, 0, 1, 1]",195,21,0.23009548189373044,"(758242.7977055736, 1022837.0, -0.2907045411429846, 4.163728046599316)","[3, 0, 1, 0, 1]"
3391,"[3, 0, 1, 0, 1]",197,24,0.2670979854526041,"(758242.7977055736, 57900000.0, 0.036960622864733755, 4.163728864814617)","[3, 0, 1, 0, 1]"
3392,"[3, 0, 1, 0, 1]",197,34,0.7167061998428674,"(758242.7977055736, 95000000.0, 0.05233401604319724, 4.206149319559969)","[3, 0, 0, 0, 1]"
3393,"[3, 0, 0, 0, 1]",193,38,0.5678955597007743,"(758242.7977055736, 56500000.0, 0.0, 4.172089880079611)","[3, 0, 0, 0, 1]"
3394,"[3, 0, 0, 0, 1]",193,47,0.30882925446587106,"(758242.7977055736, 400000.0, -0.05851744020423696, 3.745210382885717)","[2, 0, 3, 0, 0]"
3395,"[2, 0, 3, 0, 0]",140,6,0.26479480807993966,"(758242.7977055736, 110500000.0, -3.777938995993433, 0.6593442688563469)","[3, 0, 2, 0, 1]"
3396,"[3, 0, 2, 0, 1]",201,15,0.20307099740241047,"(758242.7977055736, 3500000.0, -0.4896327489925307, 4.166760375414539)","[2, 0, 3, 0, 0]"
3397,"[2, 0, 3, 0, 0]",140,8,0.8555507931787327,"(758242.7977055736, 25000000.0, 1.4001991748082205, 0.6593442688563469)","[2, 0, 1, 0, 0]"
3398,"[2, 0, 1, 0, 0]",132,80,0.6272272928230138,"(758242.7977055736, 35000000.0, -0.22923651029668826, 0.918577889003024)","[3, 1, 1, 0, 1]"
3399,"[3, 1, 1, 0, 1]",213,23,0.26291049498748303,"(758242.7977055736, 34000000.0, 0.0, 4.16140674694471)","[3, 0, 1, 0, 1]"
3400,"[3, 0, 1, 0, 1]",197,16,0.2400654315048035,"(758242.7977055736, 290000.0, -0.19232057040549308, 4.162265367117275)","[3, 0, 0, 0, 1]"
3401,"[3, 0, 0, 0, 1]",193,15,0.2629596953807705,"(758242.7977055736, 90000.0, -0.0, 4.162305416564748)","[3, 2, 0, 1, 1]"
3402,"[3, 2, 0, 1, 1]",227,99,0.2627807616689162,"(758242.7977055736, 5000000.0, 0.0, 4.162479888063622)","[3, 2, 0, 1, 1]"
3403,"[3, 2, 0, 1, 1]",227,15,0.2940692370630144,"(758242.7977055736, 6000000.0, 0.2588151591618355, 4.162479888063622)","[3, 2, 0, 1, 1]"
3404,"[3, 2, 0, 1, 1]",227,26,0.20901573690469727,"(758242.7977055736, 7000000.0, -0.4293621797060406, 4.177856650297722)","[3, 0, 2, 0, 1]"
3405,"[3, 0, 2, 0, 1]",201,21,0.0,"(758242.7977055736, 35000000.0, -2.4260897317329397, 4.3053281056875665)","[2, 2, 1, 0, 0]"
3406,"[2, 2, 1, 0, 0]",164,39,1.0,"(758242.7977055736, 100000000.0, -0.4663512675446123, 0.6849244679824116)","[2, 1, 1, 1, 0]"
3407,"[2, 1, 1, 1, 0]",150,20,0.3973159852142595,"(758242.7977055736, 450000.0, -2.364694084086231, 0.6849238042735315)","[2, 0, 1, 0, 0]"
3408,"[2, 0, 1, 0, 0]",132,15,0.6816618079701698,"(758242.7977055736, 50000.0, -0.012613695169119084, 0.6849238042735315)","[3, 2, 1, 0, 1]"
3409,"[3, 2, 1, 0, 1]",229,15,0.22053665899012956,"(758242.7977055736, 16000000.0, 0.0, 4.511918907406872)","[2, 0, 3, 0, 0]"
3410,"[2, 0, 3, 0, 0]",140,19,0.42603464747421,"(758242.7977055736, 520000.0, -2.136190939951767, 0.6854701743743741)","[2, 0, 2, 1, 0]"
3411,"[2, 0, 2, 1, 0]",138,47,0.707264476598927,"(758242.7977055736, 5000000.0, -0.0829100578122411, 0.6798008530669046)","[3, 0, 1, 0, 1]"
3412,"[3, 0, 1, 0, 1]",197,12,0.3888336366450997,"(758242.7977055736, 24800000.0, 0.0, 3.381440645100176)","[3, 0, 1, 0, 1]"
3413,"[3, 0, 1, 0, 1]",197,23,0.368976778759862,"(758242.7977055736, 17200000.0, 0.12165520370096683, 3.4056921916375176)","[2, 0, 2, 0, 0]"
3414,"[2, 0, 2, 0, 0]",136,26,0.6828987877197394,"(758242.7977055736, 11500000.0, 0.16411823492012426, 0.8514235607994303)","[2, 0, 3, 0, 0]"
3415,"[2, 0, 3, 0, 0]",140,18,0.6841955102248342,"(758242.7977055736, 19000000.0, -0.03829425481472157, 0.6382847113644843)","[3, 0, 2, 0, 1]"
3416,"[3, 0, 2, 0, 1]",201,17,0.366983568446128,"(758242.7977055736, 7500000.0, 0.006402905457974357, 3.3069275310340815)","[3, 3, 0, 1, 1]"
3417,"[3, 3, 0, 1, 1]",243,20,0.35691814663720817,"(758242.7977055736, 3899156.5, 0.0, 3.466062534834215)","[2, 0, 1, 0, 0]"
3418,"[2, 0, 1, 0, 0]",132,31,0.7533202581465297,"(758242.7977055736, 17500000.0, -0.05045478067638671, 0.6544027811173282)","[3, 0, 1, 1, 1]"
3419,"[3, 0, 1, 1, 1]",199,29,0.469039505022923,"(758242.7977055736, 80000.0, -0.0068091466798482, 2.449518913360961)","[3, 1, 1, 1, 1]"
3420,"[3, 1, 1, 1, 1]",215,9,0.46990994726625673,"(758242.7977055736, 29000000.0, 0.0, 2.4491278483043146)","[2, 1, 1, 0, 0]"
3421,"[2, 1, 1, 0, 0]",148,47,0.6354987610267756,"(758242.7977055736, 40000000.0, -0.6750919469185237, 0.40430168937838495)","[2, 1, 1, 0, 0]"
3422,"[2, 1, 1, 0, 0]",148,24,0.6608415141742042,"(758242.7977055736, 85500000.0, -0.06978592193243356, 0.79997497876982)","[2, 3, 1, 1, 0]"
3423,"[2, 3, 1, 1, 0]",182,16,0.6052702557693064,"(758242.7977055736, 500000.0, -0.5297459511244402, 0.7996948766988407)","[2, 2, 0, 0, 0]"
3424,"[2, 2, 0, 0, 0]",160,50,0.5626764320410093,"(758242.7977055736, 8600000.0, -0.8853126918949105, 0.7964600130395763)","[2, 2, 1, 0, 0]"
3425,"[2, 2, 1, 0, 0]",164,32,0.6640786105710595,"(758242.7977055736, 8500000.0, -0.04652394795495571, 0.7964600130395763)","[2, 2, 2, 0, 0]"
3426,"[2, 2, 2, 0, 0]",168,66,0.6723487166864488,"(758242.7977055736, 2900000.0, 0.02188554798818891, 0.7964600130395763)","[3, 0, 1, 1, 1]"
3427,"[3, 0, 1, 1, 1]",199,36,0.4862282661166195,"(758242.7977055736, 4000000.0, 0.5029357936091062, 2.8170801300192347)","[2, 0, 1, 1, 0]"
3428,"[2, 0, 1, 1, 0]",134,36,0.6737497733186227,"(758242.7977055736, 3000000.0, 0.033474949219264825, 0.7964600130395763)","[2, 1, 2, 0, 0]"
3429,"[2, 1, 2, 0, 0]",152,60,0.6817805970424399,"(758242.7977055736, 18000.0, 0.06085752660070927, 0.7574124146422279)","[2, 1, 0, 0, 0]"
3430,"[2, 1, 0, 0, 0]",144,42,0.6834609271132217,"(758242.7977055736, 20000.0, 0.07379360867674108, 0.7574512908223854)","[2, 0, 0, 1, 0]"
3431,"[2, 0, 0, 1, 0]",130,28,0.6077831056616334,"(758242.7977055736, 85000000.0, -0.7741929494581075, 0.534461833770777)","[2, 0, 2, 1, 0]"
3432,"[2, 0, 2, 1, 0]",138,27,0.5482964890068962,"(758242.7977055736, 65000000.0, -1.2662588675490074, 0.5344632971541107)","[2, 0, 2, 1, 0]"
3433,"[2, 0, 2, 1, 0]",138,5,0.6482351219180186,"(758242.7977055736, 100000000.0, -0.4395764275287022, 0.5344632971541107)","[3, 3, 0, 1, 1]"
3434,"[3, 3, 0, 1, 1]",243,39,0.5096028945960592,"(758242.7977055736, 20000000.0, 0.5236740074801, 2.6444657399664173)","[3, 3, 0, 1, 1]"
3435,"[3, 3, 0, 1, 1]",243,3,0.446295314968065,"(758242.7977055736, 15000000.0, 0.0, 2.6444657399664173)","[3, 3, 0, 1, 1]"
3436,"[3, 3, 0, 1, 1]",243,12,0.446295314968065,"(758242.7977055736, 25000000.0, 0.0, 2.6444657399664173)","[2, 3, 1, 1, 0]"
3437,"[2, 3, 1, 1, 0]",182,48,0.693995031591451,"(758242.7977055736, 1000000.0, -0.09038236289210066, 0.5051359363717358)","[3, 1, 2, 0, 1]"
3438,"[3, 1, 2, 0, 1]",217,3,0.4476802917823301,"(758242.7977055736, 65000000.0, 0.0, 2.633009349391149)","[2, 0, 2, 0, 0]"
3439,"[2, 0, 2, 0, 0]",136,39,0.6139756837726201,"(758242.7977055736, 8000000.0, -0.7522944561116842, 0.5051359363717358)","[2, 0, 0, 0, 0]"
3440,"[2, 0, 0, 0, 0]",128,64,0.6034751550113906,"(758242.7977055736, 5000000.0, -0.8391537865325484, 0.5051359363717358)","[2, 0, 3, 1, 0]"
3441,"[2, 0, 3, 1, 0]",142,29,0.6716034976018833,"(758242.7977055736, 1600000.0, -0.2756527602002382, 0.5050860830623881)","[3, 2, 3, 0, 1]"
3442,"[3, 2, 3, 0, 1]",237,79,0.4486474705523675,"(758242.7977055736, 5600000.0, 0.0845972633684523, 2.7096062060874244)","[2, 1, 2, 0, 0]"
3443,"[2, 1, 2, 0, 0]",152,39,0.6811566246941027,"(758242.7977055736, 10000000.0, -0.20754468515962268, 0.49417164013997206)","[3, 0, 0, 1, 1]"
3444,"[3, 0, 0, 1, 1]",195,18,0.45206367083803467,"(758242.7977055736, 20000.0, 0.026801228873358347, 2.623551702314839)","[3, 0, 0, 1, 1]"
3445,"[3, 0, 0, 1, 1]",195,51,0.3837798769515323,"(758242.7977055736, 1364840.52, 0.07488723764740549, 3.236474468403135)","[3, 0, 1, 1, 1]"
3446,"[3, 0, 1, 1, 1]",199,15,0.44796696999799995,"(758242.7977055736, 29000000.0, 0.21713850682667504, 3.23023972630873)","[2, 0, 1, 0, 0]"
3447,"[2, 0, 1, 0, 0]",132,58,0.20329616228864014,"(758242.7977055736, 5000000.0, -4.159987097333315, 0.494543485510666)","[2, 0, 1, 1, 0]"
3448,"[2, 0, 1, 1, 0]",134,44,0.5637600823916162,"(758242.7977055736, 750000.0, -1.1782653714115576, 0.494543485510666)","[3, 1, 2, 1, 1]"
3449,"[3, 1, 2, 1, 1]",219,26,0.3707117572491887,"(758242.7977055736, 500000.0, -0.006531262132092157, 3.2631541561545627)","[2, 0, 3, 1, 0]"
3450,"[2, 0, 3, 1, 0]",142,115,0.7292200778691819,"(758242.7977055736, 35000.0, 0.15359280523036833, 0.4628105514515988)","[3, 2, 2, 1, 1]"
3451,"[3, 2, 2, 1, 1]",235,24,0.30718323907976725,"(758242.7977055736, 1539542.98, -0.588283611049535, 3.2475115758314983)","[2, 1, 0, 1, 0]"
3452,"[2, 1, 0, 1, 0]",146,56,0.6269997248044431,"(758242.7977055736, 18500000.0, -0.6184226226693401, 0.5312741966653752)","[3, 0, 1, 0, 1]"
3453,"[3, 0, 1, 0, 1]",197,15,0.3732945539484491,"(758242.7977055736, 150000.0, 0.0, 3.2504968646296373)","[2, 0, 1, 1, 0]"
3454,"[2, 0, 1, 1, 0]",134,36,0.6975755637145038,"(758242.7977055736, 1210000.0, -0.034626296692623626, 0.5312741966653752)","[2, 0, 3, 1, 0]"
3455,"[2, 0, 3, 1, 0]",142,23,0.6787967481011228,"(758242.7977055736, 100000.0, -0.19246858696445568, 0.5312741966653752)","[3, 1, 2, 0, 1]"
3456,"[3, 1, 2, 0, 1]",217,44,0.37660800044047593,"(758242.7977055736, 8700000.0, 0.030036401973732748, 3.2509486825223393)","[3, 2, 1, 0, 1]"
3457,"[3, 2, 1, 0, 1]",229,21,0.37297686373609634,"(758242.7977055736, 18585318.65, 0.0, 3.2509486825223393)","[2, 0, 0, 1, 0]"
3458,"[2, 0, 0, 1, 0]",130,53,0.9051962786212808,"(758242.7977055736, 40000000.0, -0.9193947713996679, 0.51401179318981)","[2, 0, 0, 1, 0]"
3459,"[2, 0, 0, 1, 0]",130,45,0.7082591600748975,"(758242.7977055736, 40000000.0, 0.03648494724058503, 0.51401179318981)","[3, 0, 1, 1, 1]"
3460,"[3, 0, 1, 1, 1]",199,9,0.38928351949718015,"(758242.7977055736, 25000000.0, 0.0, 3.2479455237169215)","[3, 1, 0, 0, 1]"
3461,"[3, 1, 0, 0, 1]",209,15,0.40345702158780644,"(758242.7977055736, 8281386.63, 0.13210861809390534, 3.2510684153230267)","[2, 2, 0, 0, 0]"
3462,"[2, 2, 0, 0, 0]",160,4,0.7027883871389365,"(758242.7977055736, 10000000.0, 0.018789463321579984, 0.5283816116207949)","[3, 0, 1, 1, 1]"
3463,"[3, 0, 1, 1, 1]",199,26,0.3729623890940379,"(758242.7977055736, 850000.0, 0.0, 3.2510684153230267)","[2, 0, 3, 0, 0]"
3464,"[2, 0, 3, 0, 0]",140,6,0.6482436535142329,"(758242.7977055736, 70000000.0, -0.40235759761994433, 0.5716115545468134)","[2, 0, 0, 1, 0]"
3465,"[2, 0, 0, 1, 0]",130,96,0.7901569051370921,"(758242.7977055736, 100000000.0, 0.7715347171481959, 0.5716115545468134)","[3, 3, 0, 1, 1]"
3466,"[3, 3, 0, 1, 1]",243,15,0.3886551525601845,"(758242.7977055736, 5000000.0, 0.12890265660161493, 3.2501620920040066)","[1, 0, 0, 1, 0]"
3467,"[1, 0, 0, 1, 0]",66,18,0.7269625206736491,"(758242.7977055736, 270000.0, -0.01618464530793574, 0.3066298604184055)","[1, 0, 0, 0, 0]"
3468,"[1, 0, 0, 0, 0]",64,55,0.8294682408092396,"(758242.7977055736, 5000000.0, 0.5155823909994389, 0.32678365308081037)","[3, 0, 3, 1, 1]"
3469,"[3, 0, 3, 1, 1]",207,36,0.41027803945187963,"(758242.7977055736, 100000.0, 0.27930776346565744, 3.22592511134795)","[3, 2, 3, 1, 1]"
3470,"[3, 2, 3, 1, 1]",239,30,0.39632058795852904,"(758242.7977055736, 2000000.0, 0.0, 3.126431331671384)","[1, 1, 3, 1, 0]"
3471,"[1, 1, 3, 1, 0]",94,41,0.7072294406599424,"(758242.7977055736, 550000.0, -0.1592881567344923, 0.3267564258866813)","[1, 0, 2, 0, 0]"
3472,"[1, 0, 2, 0, 0]",72,26,0.8128609939378134,"(758242.7977055736, 590000.0, 0.7089961597614632, 0.32126703082362223)","[3, 0, 0, 0, 1]"
3473,"[3, 0, 0, 0, 1]",193,15,0.37855193847652524,"(758242.7977055736, 60000.0, -0.0, 3.205702651882958)","[3, 0, 1, 0, 1]"
3474,"[3, 0, 1, 0, 1]",197,23,0.37421775319944534,"(758242.7977055736, 11178066.65, -0.0349815163121829, 3.205702651882958)","[3, 0, 2, 0, 1]"
3475,"[3, 0, 2, 0, 1]",201,18,0.3788875345167692,"(758242.7977055736, 15025000.0, 0.0032077146542501224, 3.2052639158528873)","[3, 0, 2, 0, 1]"
3476,"[3, 0, 2, 0, 1]",201,50,0.45960453348763225,"(758242.7977055736, 8000000.0, 0.6708907088742292, 3.2052639158528873)","[3, 0, 3, 0, 1]"
3477,"[3, 0, 3, 0, 1]",205,30,0.3784995771738251,"(758242.7977055736, 30311695.48, 0.0, 3.205265345786137)","[1, 1, 3, 1, 0]"
3478,"[1, 1, 3, 1, 0]",94,15,0.6773292030674191,"(758242.7977055736, 10000000.0, -0.5642752381658003, 0.3141734033693424)","[1, 2, 0, 1, 0]"
3479,"[1, 2, 0, 1, 0]",98,33,0.6938308349664541,"(758242.7977055736, 50000000.0, -0.2978265637421732, 0.2990499536865665)","[3, 1, 1, 0, 1]"
3480,"[3, 1, 1, 0, 1]",213,34,0.36116142836259385,"(758242.7977055736, 129516717.25, -0.175471510000068, 3.173213279770765)","[2, 1, 0, 0, 0]"
3481,"[2, 1, 0, 0, 0]",144,48,1.0,"(758242.7977055736, 105000000.0, 0.08361732611524787, 0.44021491378675687)","[2, 0, 0, 1, 0]"
3482,"[2, 0, 0, 1, 0]",130,36,0.7115121324005685,"(758242.7977055736, 5000000.0, -0.010404414840815831, 0.44021416729519786)","[3, 2, 3, 1, 1]"
3483,"[3, 2, 3, 1, 1]",239,17,0.38895251432003336,"(758242.7977055736, 2000000.0, 0.0, 3.153089496540289)","[3, 2, 2, 1, 1]"
3484,"[3, 2, 2, 1, 1]",235,15,0.38854787923518114,"(758242.7977055736, 4000000.0, 0.03094270685377632, 3.153089496540289)","[3, 1, 2, 0, 1]"
3485,"[3, 1, 2, 0, 1]",217,69,0.39802111313211136,"(758242.7977055736, 5700000.0, 0.10668217958108174, 3.150467319876593)","[3, 0, 0, 1, 1]"
